"id";"pieza_ordenador";"precio";"pais_origen"
" 46BJP   ";"Placa base, ASUS";"x747,35 £";"Taiwán"
"  OTAK3  ";"Procesador, Intel";"659,25 €";"Corea del Sur"
"  RIC6C   ";"Memoria RAM, Kingston";"612,50 €";"Taiwán"
"   B21KE   ";"Disco duro, Seagate";"593,66 TL";"Tailandia"
"  L65G9  ";"Disco duro, Seagate";"152,97 €";"China"
" YFZCT ";"Placa base, ASUS";"729,18 TL";"China"
"  11FX8  ";"Disco duro, Seagate";"849,81 TL";"China"
"   M1LFN ";"Procesador, Intel";"920,66 TL";"China"
" 5RKU9  ";"Placa base, ASUS";"863,29 TL";"Estados Unidos"
"   TYAUJ  ";"Memoria RAM, Kingston";"100,76 £";"Tailandia"
"   ARU3A   ";"Tarjeta gráfica, NVIDIA";"956,91 €";"Corea del Sur"
"  8R3DZ  ";"Memoria RAM, Kingston";"D992,50 £";"China"
" JEUFV ";"Disco duro, Seagate";"333,17 €";"China"
" 3Y249 ";"Procesador, Intel";"202,23 TL";"China"
"  SRV80   ";"Procesador, Intel";"25,81 TL";"Estados Unidos"
" YKO2O   ";"Placa base, ASUS";"779,50 £";"China"
"  DOF6W   ";"Placa base, ASUS";"389,37 TL";"Tailandia"
"  CVKF0  ";"Placa base, ASUS";"900,26 TL";"China"
"  XUIRC   ";"Memoria RAM, Kingston";"176,53 €";"Estados Unidos"
" OXSN0  ";"Disco duro, Seagate";"592,61 £";"Corea del Sur"
"  10M1K ";"Disco duro, Seagate";"554,77 £";"Corea del Sur"
"  EPPAK  ";"Procesador, Intel";"q17,94 £";"Taiwán"
" QQMKE   ";"Placa base, ASUS";"158,52 TL";"Estados Unidos"
"   OHAE1  ";"Memoria RAM, Kingston";"713,71 £";"Estados Unidos"
"   EPHV4 ";"Memoria RAM, Kingston";"k329,96 TL";"China"
"  NHC2J ";"Placa base, ASUS";"408,67 £";"Taiwán"
" JLZAX  ";"Procesador, Intel";"268,97 TL";"Corea del Sur"
" BJ93P   ";"Procesador, Intel";"682,60 €";"China"
"   25BSQ ";"Placa base, ASUS";"441,50 TL";"Corea del Sur"
" OSCGY ";"Memoria RAM, Kingston";"292,73 €";"China"
" TRAFS  ";"Disco duro, Seagate";"44,83 £";"China"
"   L8BHV ";"Tarjeta gráfica, NVIDIA";"929,68 £";"China"
" KA0TR ";"Memoria RAM, Kingston";"450,54 €";"Taiwán"
" E7RA0   ";"Disco duro, Seagate";"593,17 £";"Estados Unidos"
"  ISY46 ";"Placa base, ASUS";"310,84 €";"Estados Unidos"
"  RJ0I0  ";"Memoria RAM, Kingston";"C563,76 €";"China"
" IEBH0 ";"Placa base, ASUS";"326,92 £";"China"
"   Q6050  ";"Procesador, Intel";"849,61 €";"Estados Unidos"
"   AA03O  ";"Tarjeta gráfica, NVIDIA";"f630,51 £";"Taiwán"
"  LTXN5  ";"Procesador, Intel";"973,46 £";"Tailandia"
" ZBZUC  ";"Memoria RAM, Kingston";"B146,84 £";"Taiwán"
"  5FGQ1   ";"Placa base, ASUS";"728,86 €";"Corea del Sur"
"  645RF  ";"Procesador, Intel";"373,89 TL";"Tailandia"
" GMGLY  ";"Procesador, Intel";"432,42 £";"Corea del Sur"
"   9D7K1  ";"Placa base, ASUS";"888,70 TL";"Estados Unidos"
" PCIM8 ";"Disco duro, Seagate";"662,99 £";"Taiwán"
"   6ZFOY   ";"Procesador, Intel";"753,52 TL";"Tailandia"
" Q013A   ";"Disco duro, Seagate";"629,61 €";"Estados Unidos"
"  CFF7B   ";"Placa base, ASUS";"290,74 £";"Taiwán"
"   VGYOQ  ";"Tarjeta gráfica, NVIDIA";"295,47 TL";"Estados Unidos"
"  V7XD3 ";"Memoria RAM, Kingston";"189,80 £";"Corea del Sur"
"  0YQ5D  ";"Tarjeta gráfica, NVIDIA";"837,44 £";"Taiwán"
"  G0H1L ";"Memoria RAM, Kingston";"876,58 TL";"China"
"  KMO6J ";"Procesador, Intel";"616,10 TL";"Taiwán"
"   6SPHL   ";"Procesador, Intel";"751,30 TL";"Estados Unidos"
"  KVGK7 ";"Placa base, ASUS";"203,74 €";"China"
"  RPZ0Z   ";"Memoria RAM, Kingston";"n902,10 €";"Tailandia"
" 6RFWE   ";"Tarjeta gráfica, NVIDIA";"857,48 TL";"Taiwán"
"   HNRT6   ";"Tarjeta gráfica, NVIDIA";"643,72 €";"China"
"  QILW6 ";"Memoria RAM, Kingston";"U695,87 £";"Taiwán"
" TZHVG ";"Tarjeta gráfica, NVIDIA";"134,92 €";"China"
"  5QMBM  ";"Placa base, ASUS";"64,18 £";"Corea del Sur"
"   8L31S   ";"Disco duro, Seagate";"850,17 TL";"Corea del Sur"
"  0N414   ";"Memoria RAM, Kingston";"264,53 TL";"Tailandia"
"   GMQGM  ";"Memoria RAM, Kingston";"824,58 TL";"China"
"   0UQTR   ";"Tarjeta gráfica, NVIDIA";"849,55 £";"Estados Unidos"
"  G880T ";"Procesador, Intel";"424,22 €";"China"
" KKI4R  ";"Memoria RAM, Kingston";"924,76 TL";"Tailandia"
" UKJU9   ";"Placa base, ASUS";"942,54 £";"Taiwán"
" AFZX3  ";"Placa base, ASUS";"572,70 €";"Taiwán"
"   7N42Q   ";"Procesador, Intel";"59,35 £";"Estados Unidos"
"  Y3JPG ";"Tarjeta gráfica, NVIDIA";"48,47 TL";"Corea del Sur"
" URGYR   ";"Memoria RAM, Kingston";"834,15 £";"Estados Unidos"
"  WDE0R  ";"Placa base, ASUS";"386,68 £";"Taiwán"
" BYLFU   ";"Disco duro, Seagate";"638,38 £";"China"
"   0VQAR   ";"Procesador, Intel";"757,23 TL";"Estados Unidos"
" LE1LQ  ";"Disco duro, Seagate";"856,21 £";"Tailandia"
" H84ZX   ";"Tarjeta gráfica, NVIDIA";"726,31 TL";"Corea del Sur"
" LR25U ";"Tarjeta gráfica, NVIDIA";"56,62 £";"China"
" B3KC0  ";"Tarjeta gráfica, NVIDIA";"859,91 €";"Taiwán"
"  4JX4U   ";"Disco duro, Seagate";"817,93 £";"Tailandia"
"   U45S9   ";"Placa base, ASUS";"681,61 TL";"Corea del Sur"
" 11TFU ";"Memoria RAM, Kingston";"221,32 €";"China"
"   YVTKH ";"Memoria RAM, Kingston";"415,64 TL";"Corea del Sur"
" A0YO5   ";"Disco duro, Seagate";"146,81 €";"China"
" 0VX8Y   ";"Memoria RAM, Kingston";"903,83 TL";"China"
" RBCZS ";"Tarjeta gráfica, NVIDIA";"286,30 TL";"Estados Unidos"
"  2NU9E  ";"Disco duro, Seagate";"302,10 TL";"Taiwán"
"  4PKKT  ";"Memoria RAM, Kingston";"R737,36 €";"Tailandia"
" O9ANT ";"Procesador, Intel";"901,65 TL";"Taiwán"
" DDC1L   ";"Disco duro, Seagate";"808,27 €";"China"
"  OCSDK  ";"Disco duro, Seagate";"50,77 €";"Estados Unidos"
" OHYCO ";"Disco duro, Seagate";"884,28 TL";"Tailandia"
"   O8ARF  ";"Tarjeta gráfica, NVIDIA";"135,48 €";"Corea del Sur"
"  ZD17T  ";"Disco duro, Seagate";"516,60 TL";"Taiwán"
"  91E70   ";"Memoria RAM, Kingston";"691,31 €";"China"
"  QG197  ";"Procesador, Intel";"282,28 €";"Taiwán"
" 0CKG9  ";"Procesador, Intel";"949,24 TL";"Estados Unidos"
"  354FW   ";"Placa base, ASUS";"861,55 TL";"Estados Unidos"
"   LMCG4 ";"Tarjeta gráfica, NVIDIA";"712,69 £";"Corea del Sur"
" GCKPX   ";"Memoria RAM, Kingston";"506,91 TL";"Taiwán"
" B6TFN ";"Memoria RAM, Kingston";"371,82 TL";"Estados Unidos"
" SJ4L8 ";"Memoria RAM, Kingston";"119,63 £";"Tailandia"
" BK9ZJ  ";"Memoria RAM, Kingston";"749,11 €";"Taiwán"
"  AN4J6  ";"Memoria RAM, Kingston";"138,52 €";"Taiwán"
"  ZTJO9 ";"Tarjeta gráfica, NVIDIA";"M983,84 £";"Taiwán"
"  LRKE7  ";"Disco duro, Seagate";"222,44 £";"China"
"   L7OQK ";"Procesador, Intel";"837,95 £";"Estados Unidos"
"   2OMDZ   ";"Disco duro, Seagate";"201,94 £";"Tailandia"
"  0M934  ";"Disco duro, Seagate";"251,30 £";"Estados Unidos"
"   Q3S68  ";"Memoria RAM, Kingston";"690,93 TL";"Taiwán"
" G3NW5 ";"Placa base, ASUS";"920,95 £";"Taiwán"
"  MOGW9   ";"Placa base, ASUS";"347,16 TL";"Estados Unidos"
" ZWEIK   ";"Tarjeta gráfica, NVIDIA";"540,70 £";"Tailandia"
"  PKPIW  ";"Tarjeta gráfica, NVIDIA";"987,30 €";"Tailandia"
"  MF6IE   ";"Placa base, ASUS";"539,83 £";"Estados Unidos"
"  JJU9Y  ";"Placa base, ASUS";"487,84 TL";"China"
"   KP65V  ";"Tarjeta gráfica, NVIDIA";"564,20 £";"Estados Unidos"
"   GY3O2   ";"Disco duro, Seagate";"Q357,32 TL";"China"
"  ZK50H  ";"Disco duro, Seagate";"626,96 £";"Corea del Sur"
"   G5YH3  ";"Procesador, Intel";"183,80 £";"Corea del Sur"
"  PJTO5  ";"Disco duro, Seagate";"859,98 €";"China"
" JMSKG   ";"Tarjeta gráfica, NVIDIA";"438,79 €";"Corea del Sur"
" 8Y3EC ";"Tarjeta gráfica, NVIDIA";"72,67 €";"Tailandia"
" FKZCH   ";"Memoria RAM, Kingston";"824,16 £";"Taiwán"
"  49VDV  ";"Placa base, ASUS";"F71,79 TL";"Corea del Sur"
" KQQGZ   ";"Tarjeta gráfica, NVIDIA";"935,21 €";"Corea del Sur"
"   SYIJU   ";"Memoria RAM, Kingston";"546,34 €";"Corea del Sur"
" 8C2U5  ";"Disco duro, Seagate";"120,74 £";"Corea del Sur"
"   JY0EV   ";"Placa base, ASUS";"677,18 TL";"Taiwán"
" 6PVHB ";"Tarjeta gráfica, NVIDIA";"208,20 £";"Tailandia"
" 7ZTAW   ";"Tarjeta gráfica, NVIDIA";"950,43 £";"Taiwán"
" DME9M   ";"Procesador, Intel";"934,75 £";"Corea del Sur"
" FJAGE   ";"Disco duro, Seagate";"166,92 £";"Taiwán"
"   AY0BZ   ";"Procesador, Intel";"671,72 €";"Corea del Sur"
"  0X7NB  ";"Placa base, ASUS";"538,40 TL";"Taiwán"
"   S1DM5   ";"Memoria RAM, Kingston";"695,60 TL";"Estados Unidos"
"  ZHZ44 ";"Disco duro, Seagate";"341,57 €";"China"
"  2E18L ";"Placa base, ASUS";"909,66 €";"China"
"   7410A   ";"Placa base, ASUS";"395,83 TL";"China"
"   LE7E7  ";"Disco duro, Seagate";"G528,28 €";"Corea del Sur"
" ASLJD  ";"Memoria RAM, Kingston";"215,34 TL";"Corea del Sur"
"   T6KD3   ";"Placa base, ASUS";"683,25 €";"Tailandia"
"   13AA5  ";"Procesador, Intel";"563,54 €";"Taiwán"
"  28V8P ";"Memoria RAM, Kingston";"445,37 TL";"Corea del Sur"
"   PW7WB   ";"Placa base, ASUS";"353,16 €";"Taiwán"
"  DUOK0  ";"Memoria RAM, Kingston";"984,79 TL";"Estados Unidos"
"   6AGMC  ";"Placa base, ASUS";"C149,93 €";"Corea del Sur"
"  2IJGM  ";"Tarjeta gráfica, NVIDIA";"366,86 £";"Corea del Sur"
"   CLYQ2  ";"Procesador, Intel";"625,19 £";"China"
" M5FJC ";"Placa base, ASUS";"782,68 TL";"Estados Unidos"
"   6L2A2  ";"Tarjeta gráfica, NVIDIA";"447,76 €";"China"
"  7FCOY   ";"Memoria RAM, Kingston";"536,52 €";"China"
"   WZ565 ";"Tarjeta gráfica, NVIDIA";"931,69 TL";"Estados Unidos"
" D9576 ";"Procesador, Intel";"819,22 TL";"China"
"  FMGKE   ";"Procesador, Intel";"719,29 £";"Taiwán"
"  F590Z ";"Disco duro, Seagate";"512,92 €";"China"
"  2W6FL  ";"Placa base, ASUS";"787,52 £";"Taiwán"
" FAVBJ ";"Tarjeta gráfica, NVIDIA";"163,77 £";"Taiwán"
"  DQ4IP   ";"Memoria RAM, Kingston";"987,17 TL";"Taiwán"
" 7V7WC ";"Disco duro, Seagate";"962,80 £";"Taiwán"
"  1TD9J ";"Disco duro, Seagate";"421,38 £";"Estados Unidos"
" TTW1S  ";"Tarjeta gráfica, NVIDIA";"843,25 £";"China"
"  AIRK2  ";"Disco duro, Seagate";"407,26 £";"Estados Unidos"
"   GE6RU  ";"Memoria RAM, Kingston";"97,10 TL";"China"
"   2IOJ0  ";"Tarjeta gráfica, NVIDIA";"75,19 £";"Corea del Sur"
" 2EBSU   ";"Memoria RAM, Kingston";"483,29 £";"Estados Unidos"
"  KXRWE ";"Disco duro, Seagate";"224,27 TL";"China"
"   T3RNY   ";"Procesador, Intel";"878,21 €";"China"
"   94GVN   ";"Placa base, ASUS";"610,95 TL";"Tailandia"
" 17BSM   ";"Procesador, Intel";"559,70 TL";"Tailandia"
"  OTVCZ  ";"Procesador, Intel";"268,21 £";"Corea del Sur"
"  OPXT6   ";"Tarjeta gráfica, NVIDIA";"637,36 TL";"Taiwán"
" GSBQC  ";"Placa base, ASUS";"674,36 TL";"China"
"  OHOSN   ";"Disco duro, Seagate";"261,45 TL";"Taiwán"
"  GAUSK   ";"Placa base, ASUS";"611,69 €";"China"
"  CATBF ";"Placa base, ASUS";"617,77 €";"Taiwán"
"  D99S6 ";"Memoria RAM, Kingston";"409,50 €";"Taiwán"
"  CR9QA ";"Disco duro, Seagate";"585,74 €";"Tailandia"
"  CLEPA   ";"Memoria RAM, Kingston";"132,28 €";"China"
"  E8OGB ";"Placa base, ASUS";"965,62 €";"China"
" 9XWO8  ";"Placa base, ASUS";"218,11 £";"Tailandia"
"   EOWKW ";"Placa base, ASUS";"173,27 €";"Taiwán"
"   J7NFX   ";"Disco duro, Seagate";"697,24 €";"Estados Unidos"
"  MGY45  ";"Placa base, ASUS";"129,31 £";"China"
"   U32CZ  ";"Disco duro, Seagate";"782,36 €";"Corea del Sur"
"  2KG7G ";"Memoria RAM, Kingston";"rt914,90 TL";"Corea del Sur"
"  TDC5P  ";"Procesador, Intel";"750,35 €";"Corea del Sur"
" N6ADM   ";"Placa base, ASUS";"39,46 TL";"Taiwán"
"  GUYZT  ";"Memoria RAM, Kingston";"424,30 TL";"Corea del Sur"
"  ZBY05 ";"Tarjeta gráfica, NVIDIA";"348,34 £";"Taiwán"
"   6JU7Z ";"Memoria RAM, Kingston";"160,84 £";"Taiwán"
" R3XX2  ";"Tarjeta gráfica, NVIDIA";"472,13 €";"Estados Unidos"
"   MMZ2P   ";"Tarjeta gráfica, NVIDIA";"731,97 €";"Corea del Sur"
"   47G88  ";"Procesador, Intel";"661,82 TL";"Estados Unidos"
"  RQO18   ";"Placa base, ASUS";"371,13 TL";"China"
"  J688M   ";"Placa base, ASUS";"Nl612,72 €";"Estados Unidos"
" DKQ3A   ";"Memoria RAM, Kingston";"980,49 TL";"China"
"   4SLL3   ";"Procesador, Intel";"617,74 TL";"Tailandia"
"  H5EB2 ";"Disco duro, Seagate";"707,47 £";"Taiwán"
"   0ISWM   ";"Placa base, ASUS";"910,27 €";"Taiwán"
"  06JBZ ";"Disco duro, Seagate";"C658,21 TL";"Tailandia"
"  YU740 ";"Disco duro, Seagate";"D674,20 TL";"Estados Unidos"
"   F9KWV   ";"Procesador, Intel";"113,86 TL";"Estados Unidos"
"  ID6QB  ";"Memoria RAM, Kingston";"797,62 £";"Taiwán"
"  EE516   ";"Placa base, ASUS";"184,85 €";"Estados Unidos"
"   U0SGD  ";"Tarjeta gráfica, NVIDIA";"51,60 €";"China"
" K50W2   ";"Disco duro, Seagate";"446,86 £";"Estados Unidos"
"   3ER7Q ";"Placa base, ASUS";"r152,77 €";"Taiwán"
"  E9F6Q ";"Tarjeta gráfica, NVIDIA";"W44,55 TL";"Taiwán"
" 3AF69 ";"Tarjeta gráfica, NVIDIA";"721,16 TL";"Tailandia"
" WBP8N   ";"Memoria RAM, Kingston";"428,75 €";"Taiwán"
"  CU47X  ";"Memoria RAM, Kingston";"337,89 €";"Taiwán"
" BRI4L   ";"Disco duro, Seagate";"514,45 TL";"China"
" UCAT7  ";"Memoria RAM, Kingston";"459,19 €";"China"
" YR3WB  ";"Disco duro, Seagate";"171,81 £";"Corea del Sur"
" 3MEN0   ";"Memoria RAM, Kingston";"660,55 TL";"China"
"   FZZDS  ";"Memoria RAM, Kingston";"vvI765,42 £";"China"
"  LU8N6   ";"Placa base, ASUS";"53,79 €";"China"
"  FTU35 ";"Placa base, ASUS";"655,47 TL";"Taiwán"
"  9OXID  ";"Procesador, Intel";"683,23 TL";"Corea del Sur"
" SVOR5  ";"Disco duro, Seagate";"624,34 TL";"Corea del Sur"
" P391T ";"Tarjeta gráfica, NVIDIA";"749,23 €";"Tailandia"
"  LUY1Y  ";"Tarjeta gráfica, NVIDIA";"338,62 TL";"China"
" YJCCZ   ";"Placa base, ASUS";"324,65 TL";"Estados Unidos"
"  F2U45   ";"Tarjeta gráfica, NVIDIA";"573,57 TL";"Estados Unidos"
" 0L1OP ";"Procesador, Intel";"595,72 TL";"Tailandia"
" JPAAD ";"Disco duro, Seagate";"13,49 TL";"China"
" 9S5ZO  ";"Procesador, Intel";"810,62 £";"Tailandia"
"  RXPPX  ";"Placa base, ASUS";"358,22 €";"Estados Unidos"
"  OE51K  ";"Procesador, Intel";"938,23 £";"Corea del Sur"
"  L9DKK  ";"Tarjeta gráfica, NVIDIA";"673,98 €";"Corea del Sur"
"  JIU2N ";"Tarjeta gráfica, NVIDIA";"133,12 €";"Corea del Sur"
"   DVUW0   ";"Disco duro, Seagate";"447,89 £";"Tailandia"
" BCLWR  ";"Memoria RAM, Kingston";"700,52 €";"Taiwán"
" F0KC6 ";"Tarjeta gráfica, NVIDIA";"941,95 £";"Taiwán"
"  9RIIW   ";"Procesador, Intel";"520,33 TL";"China"
"   2K9YU  ";"Tarjeta gráfica, NVIDIA";"625,64 £";"Corea del Sur"
"   YF57Q   ";"Tarjeta gráfica, NVIDIA";"812,89 €";"China"
"   BHG55  ";"Procesador, Intel";"252,16 €";"China"
"  A064C ";"Procesador, Intel";"368,55 £";"Taiwán"
" SZBVW   ";"Procesador, Intel";"239,75 £";"China"
"   X7W96 ";"Procesador, Intel";"409,39 £";"Tailandia"
" 574HB  ";"Memoria RAM, Kingston";"758,32 TL";"Estados Unidos"
" KQ8SS  ";"Placa base, ASUS";"595,84 £";"Estados Unidos"
"   84DMW ";"Tarjeta gráfica, NVIDIA";"777,15 TL";"Tailandia"
"  9REC8  ";"Disco duro, Seagate";"101,25 £";"Tailandia"
"   GJ5CS   ";"Procesador, Intel";"504,53 TL";"China"
"  FLTYN  ";"Disco duro, Seagate";"480,59 TL";"Estados Unidos"
" 9TQ2L   ";"Tarjeta gráfica, NVIDIA";"958,41 €";"Taiwán"
" XOOCQ   ";"Procesador, Intel";"123,60 £";"Tailandia"
"   ZSN9F ";"Memoria RAM, Kingston";"60,72 €";"Taiwán"
"  5F366  ";"Procesador, Intel";"319,69 TL";"Corea del Sur"
" 72PTH  ";"Tarjeta gráfica, NVIDIA";"121,97 TL";"Corea del Sur"
" 54PR0   ";"Placa base, ASUS";"556,77 €";"Tailandia"
"   7E224   ";"Placa base, ASUS";"584,80 TL";"Corea del Sur"
"   UPLD4   ";"Tarjeta gráfica, NVIDIA";"367,52 €";"Corea del Sur"
"  78XO7   ";"Tarjeta gráfica, NVIDIA";"261,92 €";"Estados Unidos"
" PLV30   ";"Disco duro, Seagate";"708,70 £";"Tailandia"
" OA06M ";"Placa base, ASUS";"739,17 TL";"Tailandia"
" ZQ8VR  ";"Placa base, ASUS";"957,24 €";"China"
"  KQERS ";"Disco duro, Seagate";"756,67 TL";"China"
"  1MO39   ";"Memoria RAM, Kingston";"44,79 €";"Corea del Sur"
"   4KGD3   ";"Disco duro, Seagate";"858,22 TL";"Corea del Sur"
"  KK55J ";"Placa base, ASUS";"140,86 €";"Estados Unidos"
"   F7X9Y  ";"Procesador, Intel";"709,26 €";"Taiwán"
"   MHEYB  ";"Disco duro, Seagate";"591,43 €";"Corea del Sur"
" LRZR1   ";"Procesador, Intel";"593,30 £";"Tailandia"
"   Q0Z75   ";"Procesador, Intel";"620,57 TL";"Taiwán"
" 5V51A   ";"Memoria RAM, Kingston";"138,78 £";"China"
" NBM7L   ";"Procesador, Intel";"607,84 £";"Corea del Sur"
" LNYLF  ";"Memoria RAM, Kingston";"772,35 £";"China"
"  HUBP4   ";"Disco duro, Seagate";"374,19 TL";"Estados Unidos"
"  2QQSS ";"Procesador, Intel";"604,74 £";"Tailandia"
" 8GM4K  ";"Memoria RAM, Kingston";"651,35 £";"Estados Unidos"
" 9DYU9 ";"Procesador, Intel";"444,89 €";"Estados Unidos"
"   0W18H ";"Disco duro, Seagate";"641,27 €";"Tailandia"
"  5PJXT  ";"Memoria RAM, Kingston";"664,73 €";"Corea del Sur"
"  0TLY1 ";"Memoria RAM, Kingston";"938,68 TL";"Estados Unidos"
" 1AKQU   ";"Memoria RAM, Kingston";"178,32 €";"Estados Unidos"
" VZDCN   ";"Placa base, ASUS";"69,37 TL";"Corea del Sur"
"  Q2YKS  ";"Disco duro, Seagate";"14,60 TL";"Estados Unidos"
" 9SXW3 ";"Procesador, Intel";"612,77 TL";"Corea del Sur"
" DG0JO ";"Tarjeta gráfica, NVIDIA";"35,20 €";"Tailandia"
"  JEX8G ";"Memoria RAM, Kingston";"530,63 €";"Taiwán"
"  49YS4  ";"Disco duro, Seagate";"169,11 €";"Estados Unidos"
" 33BAN  ";"Procesador, Intel";"227,35 £";"Tailandia"
"   YZ5X3   ";"Tarjeta gráfica, NVIDIA";"635,84 £";"China"
" M4U8R   ";"Memoria RAM, Kingston";"823,78 TL";"Taiwán"
"   NR8KR ";"Placa base, ASUS";"253,71 TL";"Estados Unidos"
" YRX9K ";"Placa base, ASUS";"783,38 €";"Estados Unidos"
" U6AQN  ";"Placa base, ASUS";"579,56 €";"Taiwán"
" JYW3P  ";"Memoria RAM, Kingston";"c676,43 TL";"Tailandia"
"   GUFID   ";"Tarjeta gráfica, NVIDIA";"556,94 £";"Estados Unidos"
"   KYTVX  ";"Tarjeta gráfica, NVIDIA";"822,91 TL";"Estados Unidos"
"  0TED8   ";"Disco duro, Seagate";"523,95 £";"China"
" 735HC ";"Memoria RAM, Kingston";"675,31 TL";"Corea del Sur"
"   GUXJ5 ";"Procesador, Intel";"998,52 TL";"China"
" JL5VG   ";"Procesador, Intel";"49,39 €";"Estados Unidos"
"   4WG62   ";"Disco duro, Seagate";"432,35 €";"China"
"   UYU9Y  ";"Procesador, Intel";"364,98 €";"Estados Unidos"
" 2UOZK   ";"Disco duro, Seagate";"867,68 TL";"Taiwán"
" ZBACN  ";"Procesador, Intel";"40,94 TL";"Taiwán"
"  XBUQ4 ";"Disco duro, Seagate";"355,65 €";"Tailandia"
" X2S9K  ";"Placa base, ASUS";"s169,82 €";"Tailandia"
"  2IUOA  ";"Procesador, Intel";"G700,18 €";"Taiwán"
"   EXNJD ";"Memoria RAM, Kingston";"408,59 £";"Taiwán"
"   60RF4 ";"Tarjeta gráfica, NVIDIA";"189,66 £";"Taiwán"
"  RVS1Q  ";"Procesador, Intel";"533,10 £";"China"
" FY3EL ";"Tarjeta gráfica, NVIDIA";"534,46 £";"Corea del Sur"
"  0GS0G   ";"Tarjeta gráfica, NVIDIA";"451,12 £";"Corea del Sur"
"   YGTIP  ";"Memoria RAM, Kingston";"514,10 €";"Estados Unidos"
"   OZ0TS ";"Disco duro, Seagate";"114,47 TL";"Corea del Sur"
"   UBEY2   ";"Placa base, ASUS";"Y580,63 €";"Taiwán"
"  Q26DG ";"Disco duro, Seagate";"77,54 £";"Taiwán"
" 7R507 ";"Disco duro, Seagate";"363,79 £";"Taiwán"
"  578AH  ";"Disco duro, Seagate";"377,28 £";"Estados Unidos"
"  P0DL0   ";"Disco duro, Seagate";"202,73 TL";"Tailandia"
" CC0HR  ";"Procesador, Intel";"267,34 TL";"Taiwán"
"   N2EM0 ";"Procesador, Intel";"749,48 £";"Corea del Sur"
"   P1FM2 ";"Disco duro, Seagate";"652,30 €";"Tailandia"
" ABVHW   ";"Tarjeta gráfica, NVIDIA";"X620,95 £";"China"
"  CI5JH   ";"Disco duro, Seagate";"709,70 €";"Estados Unidos"
" GHTIT  ";"Disco duro, Seagate";"537,39 TL";"Tailandia"
"   2R7LM  ";"Placa base, ASUS";"109,66 €";"Corea del Sur"
"   UCR2J ";"Placa base, ASUS";"853,94 €";"Taiwán"
"   JTGQZ   ";"Tarjeta gráfica, NVIDIA";"886,55 £";"Estados Unidos"
" 5AMV3  ";"Tarjeta gráfica, NVIDIA";"358,44 €";"China"
"  6CNFJ  ";"Tarjeta gráfica, NVIDIA";"757,66 €";"Corea del Sur"
"   ZTQ62  ";"Tarjeta gráfica, NVIDIA";"723,71 TL";"Corea del Sur"
"  GCIRL   ";"Memoria RAM, Kingston";"363,99 TL";"Tailandia"
"   U010S  ";"Tarjeta gráfica, NVIDIA";"640,60 TL";"Corea del Sur"
" 2LGGH ";"Disco duro, Seagate";"671,81 TL";"Tailandia"
" MG551  ";"Disco duro, Seagate";"527,99 €";"Tailandia"
" L0C9S  ";"Tarjeta gráfica, NVIDIA";"637,24 TL";"Tailandia"
"  KQ33S ";"Memoria RAM, Kingston";"487,12 TL";"China"
"  WE49D ";"Placa base, ASUS";"177,68 £";"Estados Unidos"
"   EKXHF   ";"Tarjeta gráfica, NVIDIA";"753,95 €";"Tailandia"
"   3CBHA ";"Tarjeta gráfica, NVIDIA";"84,67 TL";"Corea del Sur"
" LOB64   ";"Procesador, Intel";"500,25 TL";"Tailandia"
"   45OEA   ";"Tarjeta gráfica, NVIDIA";"340,14 £";"Estados Unidos"
"  JDDQ9 ";"Tarjeta gráfica, NVIDIA";"398,38 €";"Estados Unidos"
" UX9JT   ";"Tarjeta gráfica, NVIDIA";"P432,73 TL";"Tailandia"
"   UTT1N  ";"Procesador, Intel";"901,70 TL";"China"
"   H8LMO   ";"Procesador, Intel";"872,35 £";"Corea del Sur"
"   POYBP   ";"Memoria RAM, Kingston";"732,58 £";"Taiwán"
"  UF7JB  ";"Memoria RAM, Kingston";"889,92 £";"China"
"   0O5BX  ";"Memoria RAM, Kingston";"199,32 £";"China"
" C4D5M   ";"Placa base, ASUS";"j909,39 £";"China"
" OEOIU   ";"Memoria RAM, Kingston";"136,99 €";"Corea del Sur"
" YGDNG  ";"Procesador, Intel";"365,94 TL";"Tailandia"
"   U3N6A  ";"Placa base, ASUS";"420,88 £";"Estados Unidos"
"   9XE9P   ";"Memoria RAM, Kingston";"491,24 TL";"China"
"  SI8SW   ";"Memoria RAM, Kingston";"z846,73 TL";"Corea del Sur"
"  8JH0X  ";"Tarjeta gráfica, NVIDIA";"725,74 TL";"China"
"   7VNC9   ";"Procesador, Intel";"73,30 €";"China"
"  23V52 ";"Disco duro, Seagate";"138,97 €";"China"
"  20LB2  ";"Memoria RAM, Kingston";"576,47 £";"Taiwán"
"   X0H4D  ";"Memoria RAM, Kingston";"706,57 £";"Tailandia"
" OM2EU  ";"Disco duro, Seagate";"923,66 €";"China"
"   QRYQU  ";"Procesador, Intel";"48,90 £";"Taiwán"
"   HNTJG  ";"Tarjeta gráfica, NVIDIA";"794,20 €";"Corea del Sur"
"  PTHX4   ";"Disco duro, Seagate";"373,20 TL";"Estados Unidos"
" U2JSJ   ";"Placa base, ASUS";"577,84 £";"Taiwán"
" T23CN  ";"Procesador, Intel";"914,77 TL";"Corea del Sur"
"  ZT3FD  ";"Disco duro, Seagate";"916,81 TL";"Estados Unidos"
"   46KF3 ";"Memoria RAM, Kingston";"364,71 €";"Taiwán"
"   44W1X ";"Tarjeta gráfica, NVIDIA";"851,39 €";"Corea del Sur"
